sentence,language,clean_text
Niko na vela kwa mfuko.,sheng,niko na vela kwa mfuko
Huyo msee amelewa vibaya.,sheng,huyo msee amelewa vibaya
Nipee stungi nikae vifiti.,sheng,nipee stungi nikae vifiti
Hii ndom ni ya asili.,sheng,hii ndom ni ya asili
Nimebuy jaba na mbao.,sheng,nimebuy jaba na mbao
Wacha tuchape sherehe mpaka che.,sheng,wacha tuchape sherehe mpaka che
Niko na vinywaji kwa nyumba.,sheng,niko na vinywaji kwa nyumba
Huyo msee amezimia juu ya ndom.,sheng,huyo msee amezimia juu ya ndom
Nipee fegi ya kitambo.,sheng,nipee fegi ya kitambo
Hii beas haina gas.,sheng,hii beas haina gas
Nimelewa hadi nimeanguka.,sheng,nimelewa hadi nimeanguka
Wacha kutumia shada kwa bar.,sheng,wacha kutumia shada kwa bar
Nipee mzinga wa mwisho.,sheng,nipee mzinga wa mwisho
Huyo msee anapenda vinywaji mob.,sheng,huyo msee anapenda vinywaji mob
Niko kwa sherehe niki-enjoy.,sheng,niko kwa sherehe niki-enjoy
Hii vela ni ya mbogi.,sheng,hii vela ni ya mbogi
Nipee ndom ya mwisho.,sheng,nipee ndom ya mwisho
Tukutane stage giza ikiingia.,sheng,tukutane stage giza ikiingia
Nimeamka mapema sana leo.,sheng,nimeamka mapema sana leo
Hiyo mradi itaanza ma-hours ya jioni.,sheng,hiyo mradi itaanza ma-hours ya jioni
Nimefika stood nikaanza kazi.,sheng,nimefika stood nikaanza kazi
Nangoja muda wa mchana ufike.,sheng,nangoja muda wa mchana ufike
Tulipiga sherehe hadi asubuhi.,sheng,tulipiga sherehe hadi asubuhi
Hiyo nganya inapitia hapa kila saa nne.,sheng,hiyo nganya inapitia hapa kila saa nne
Niko na kazi nyingi wiki hii.,sheng,niko na kazi nyingi wiki hii
Usikue m-slow stood ukitafuta ganji.,sheng,usikue m-slow stood ukitafuta ganji
Nimechelewa juu ya saa za asubuhi.,sheng,nimechelewa juu ya saa za asubuhi
Hiyo mulla itafika mwisho wa mwezi.,sheng,hiyo mulla itafika mwisho wa mwezi
Niko kwa shughuli mchana yote.,sheng,niko kwa shughuli mchana yote
Wacha tule lunch saa saba.,sheng,wacha tule lunch saa saba
Huyo msee amefika dakika za mwisho.,sheng,huyo msee amefika dakika za mwisho
Nimepata vuta ya jioni hii.,sheng,nimepata vuta ya jioni hii
Tuta-meet kesho asubuhi mapema.,sheng,tuta-meet kesho asubuhi mapema
Hii jam hudumu muda mrefu.,sheng,hii jam hudumu muda mrefu
Niko na appointment saa tisa.,sheng,niko na appointment saa tisa
Wacha tungoje giza ndio tutokee.,sheng,wacha tungoje giza ndio tutokee
Nimepata kazi ya muda kidogo.,sheng,nimepata kazi ya muda kidogo
Hiyo sherehe ilianza usiku wa manane.,sheng,hiyo sherehe ilianza usiku wa manane
Niko hapa tangu majira ya alfajiri.,sheng,niko hapa tangu majira ya alfajiri
Tukutane weekend tukule nyama.,sheng,tukutane weekend tukule nyama
Hii mvua imenikwaza asubuhi hii.,sheng,hii mvua imenikwaza asubuhi hii
Nimechelewa stood nikaona karao.,sheng,nimechelewa stood nikaona karao
Huyo mzae anapenda habari za saa moja.,sheng,huyo mzae anapenda habari za saa moja
Niko busy sana mwezi huu.,sheng,niko busy sana mwezi huu
Tafuta ganji kabla jua ishuke.,sheng,tafuta ganji kabla jua ishuke
Nimepata lift stood nikaenda tao.,sheng,nimepata lift stood nikaenda tao
Hii gari inakaa hapa kila jioni.,sheng,hii gari inakaa hapa kila jioni
Niko kwa laini tangu saa mbili.,sheng,niko kwa laini tangu saa mbili
Wacha tuhustle leo vifiti.,sheng,wacha tuhustle leo vifiti
Hiyo mulla itaisha siku chache.,sheng,hiyo mulla itaisha siku chache
Nimepoteza muda mwingi kwa jam.,sheng,nimepoteza muda mwingi kwa jam
Tukutane hapo mbele saa nane.,sheng,tukutane hapo mbele saa nane
Niko na shughuli asubuhi hii.,sheng,niko na shughuli asubuhi hii
Hiyo gari haina haraka saa hii.,sheng,hiyo gari haina haraka saa hii
Nimeamka kabla kuku haijawika alfajiri.,sheng,nimeamka kabla kuku haijawika alfajiri
Tutaonana baadaye kidogo.,sheng,tutaonana baadaye kidogo
Niko kilele cha mchana.,sheng,niko kilele cha mchana
Usicheze na muda wa mzae.,sheng,usicheze na muda wa mzae
Nimefika stood bila shida.,sheng,nimefika stood bila shida
Hiyo bash ni juma nne.,sheng,hiyo bash ni juma nne
Niko busy saa za usiku.,sheng,niko busy saa za usiku
Wacha tusepe saa kumi.,sheng,wacha tusepe saa kumi
Nimepata ganji stood kabisa.,sheng,nimepata ganji stood kabisa
Hiyo mradi ni ya mwaka huu.,sheng,hiyo mradi ni ya mwaka huu
Niko na kiu saa za mchana.,sheng,niko na kiu saa za mchana
Tukutane hapo stage saa kumi na moja.,sheng,tukutane hapo stage saa kumi na moja
Nimeamka nikiwa na mzuka asubuhi.,sheng,nimeamka nikiwa na mzuka asubuhi
Hiyo gari inapitia mtaa jioni.,sheng,hiyo gari inapitia mtaa jioni
Niko kusema ukweli saa hii.,sheng,niko kusema ukweli saa hii
Wacha tungoje giza liingie.,sheng,wacha tungoje giza liingie
Nimepata mulla mwisho wa wiki.,sheng,nimepata mulla mwisho wa wiki
Hiyo sherehe ni leo usiku.,sheng,hiyo sherehe ni leo usiku
Niko kando ya barabara mchana.,sheng,niko kando ya barabara mchana
Usisahau simu asubuhi ukitoka.,sheng,usisahau simu asubuhi ukitoka
Nimepata lift stood tukafika.,sheng,nimepata lift stood tukafika
Hiyo route ina jam saa zote.,sheng,hiyo route ina jam saa zote
Tukutane kilele cha mchana.,sheng,tukutane kilele cha mchana
Niko na njaa saa hii.,sheng,niko na njaa saa hii
Wacha tuchape kazi mchana.,sheng,wacha tuchape kazi mchana
Nimefika stood nikaanza kula.,sheng,nimefika stood nikaanza kula
Hiyo mradi ni ya kesho.,sheng,hiyo mradi ni ya kesho
Niko na hamu ya kulala jioni.,sheng,niko na hamu ya kulala jioni
Usikue mkaidi saa ya kazi.,sheng,usikue mkaidi saa ya kazi
Nimepata ganji saa za asubuhi.,sheng,nimepata ganji saa za asubuhi
Hiyo gari imechelewa saa moja.,sheng,hiyo gari imechelewa saa moja
Tutaonana wiki ijayo.,sheng,tutaonana wiki ijayo
Niko na stress saa hii.,sheng,niko na stress saa hii
Wacha tusepe stood kabla jam.,sheng,wacha tusepe stood kabla jam
Nimeamka mapema sana.,sheng,nimeamka mapema sana
Hiyo sherehe ilikuwa jana usiku.,sheng,hiyo sherehe ilikuwa jana usiku
Niko na mulla saa hii.,sheng,niko na mulla saa hii
Usipoteze muda na watu wabaya.,sheng,usipoteze muda na watu wabaya
Nimefika stage saa kumi.,sheng,nimefika stage saa kumi
Hiyo gari inafika jioni.,sheng,hiyo gari inafika jioni
Tukutane saa ya chakula.,sheng,tukutane saa ya chakula
Niko na mzuka asubuhi.,sheng,niko na mzuka asubuhi
Wacha tuchape lapa mchana.,sheng,wacha tuchape lapa mchana
Nimepata deal stood.,sheng,nimepata deal stood
Hiyo mulla ni ya mwezi ujao.,sheng,hiyo mulla ni ya mwezi ujao
Niko na njaa saa sita.,sheng,niko na njaa saa sita
Usikue m-slow stood.,sheng,usikue m-slow stood
Nimeamka jua likichomoza.,sheng,nimeamka jua likichomoza
Hiyo gari inapita saa nne.,sheng,hiyo gari inapita saa nne
Tutaonana jioni ya leo.,sheng,tutaonana jioni ya leo
Niko hapa tangu saa mbili.,sheng,niko hapa tangu saa mbili
Wacha tusepe stood.,sheng,wacha tusepe stood
Nimepata ganji saa ya jioni.,sheng,nimepata ganji saa ya jioni
Hiyo sherehe ni mwezi huu.,sheng,hiyo sherehe ni mwezi huu
Niko na kiu mchana.,sheng,niko na kiu mchana
Usicheze na saa za kazi.,sheng,usicheze na saa za kazi
Nimefika stood nikaanza kubonga.,sheng,nimefika stood nikaanza kubonga
Hiyo route haina jam jioni.,sheng,hiyo route haina jam jioni
Tukutane saa ya chakula.,sheng,tukutane saa ya chakula
Niko na stress asubuhi.,sheng,niko na stress asubuhi
Wacha tuchape kazi leo yote.,sheng,wacha tuchape kazi leo yote
Nimepata deal mwisho wa siku.,sheng,nimepata deal mwisho wa siku
Hiyo gari inapita stood.,sheng,hiyo gari inapita stood
Nime-log in kwa portal ya chu.,sheng,nime-log in kwa portal ya chu
Prese wetu ni mkali sana asubuhi.,sheng,prese wetu ni mkali sana asubuhi
Leo niko na exams za hesabu.,sheng,leo niko na exams za hesabu
Tafuta kiti kwa class hapo mbele.,sheng,tafuta kiti kwa class hapo mbele
Nime-book maktaba asubuhi yote.,sheng,nime-book maktaba asubuhi yote
Huyo msee ni m-tough kwa physics.,sheng,huyo msee ni m-tough kwa physics
Nipee daftari yako nika-copy notes.,sheng,nipee daftari yako nika-copy notes
Hii shule iko na vibe fiti.,sheng,hii shule iko na vibe fiti
Nimepata grade ya A kwa bio.,sheng,nimepata grade ya a kwa bio
Usikue mkaidi mbele ya mwalimu.,sheng,usikue mkaidi mbele ya mwalimu
Niko na assignment ya chemistry.,sheng,niko na assignment ya chemistry
Huyo mresh ni headgirl wa chu.,sheng,huyo mresh ni headgirl wa chu
Wacha tuka-study hapo kwa lab.,sheng,wacha tuka-study hapo kwa lab
Nimechelewa assembly leo tena.,sheng,nimechelewa assembly leo tena
Hii penseli haina ncha fiti.,sheng,hii penseli haina ncha fiti
Nipee rula nichore line.,sheng,nipee rula nichore line
Huyo msee ni prefect m-stiff sana.,sheng,huyo msee ni prefect m-stiff sana
Nime-aim kwa mtihani nika-pass.,sheng,nime-aim kwa mtihani nika-pass
Hii chu ni ya bore kabisa.,sheng,hii chu ni ya bore kabisa
Niko na nzama ya ku-miss preps.,sheng,niko na nzama ya ku-miss preps
Tukutane kwa field tuchape ball.,sheng,tukutane kwa field tuchape ball
Nimepoteza kitambulisho cha shule.,sheng,nimepoteza kitambulisho cha shule
Huyo mwalimu anapenda kejekeje.,sheng,huyo mwalimu anapenda kejekeje
Niko kwa lecture ya history.,sheng,niko kwa lecture ya history
Hii desk imechorwa picha mob.,sheng,hii desk imechorwa picha mob
Nime-finish course yangu leo.,sheng,nime-finish course yangu leo
Wacha tuka-buy soda kwa canteen.,sheng,wacha tuka-buy soda kwa canteen
Huyo mzee ni lecturer wa uni.,sheng,huyo mzee ni lecturer wa uni
Niko na projo ya science.,sheng,niko na projo ya science
Usicheze na kengele ya mwisho.,sheng,usicheze na kengele ya mwisho
Nimepata scholarship ya majuu.,sheng,nimepata scholarship ya majuu
Hii chu iko na rules mob.,sheng,hii chu iko na rules mob
Nipee eraser nifute hii error.,sheng,nipee eraser nifute hii error
Huyo mresh ni m-genius kwa math.,sheng,huyo mresh ni m-genius kwa math
Niko na lesson ya nne.,sheng,niko na lesson ya nne
Wacha tusepe chu mapema leo.,sheng,wacha tusepe chu mapema leo
Nime-fail mtihani ya mwezi.,sheng,nime-fail mtihani ya mwezi
Hii uni ni ya mulla mob.,sheng,hii uni ni ya mulla mob
Nipee pen nimalize insha.,sheng,nipee pen nimalize insha
Huyo msee amefukuzwa chu.,sheng,huyo msee amefukuzwa chu
Niko na graduation next month.,sheng,niko na graduation next month
Wacha tungoje half-term ifike.,sheng,wacha tungoje half-term ifike
Nime-poteza begi yangu kwa mat.,sheng,nime-poteza begi yangu kwa mat
Hii class ina kelele mob.,sheng,hii class ina kelele mob
Nipee timetable nicheki lesson.,sheng,nipee timetable nicheki lesson
Huyo mwalimu ni m-funny sana.,sheng,huyo mwalimu ni m-funny sana
Niko na debate jioni hii.,sheng,niko na debate jioni hii
Wacha tuka-book kiti hapo mbele.,sheng,wacha tuka-book kiti hapo mbele
Nime-pata certificate yangu leo.,sheng,nime-pata certificate yangu leo
Hii chu ni ya dess.,sheng,hii chu ni ya dess
Nipee sharpener nikuwe ready.,sheng,nipee sharpener nikuwe ready
Huyo msee ni m-brilliant kwa class.,sheng,huyo msee ni m-brilliant kwa class
Niko na tutorial saa tisa.,sheng,niko na tutorial saa tisa
Wacha tuka-aim kwa paper.,sheng,wacha tuka-aim kwa paper
Nime-gradu na honours.,sheng,nime-gradu na honours
Hii shule haina michezo mob.,sheng,hii shule haina michezo mob
Nipee chalk niandike kwa board.,sheng,nipee chalk niandike kwa board
Huyo mwalimu wa p.e ni mnoma.,sheng,huyo mwalimu wa pe ni mnoma
Niko na seminar tao.,sheng,niko na seminar tao
Wacha tuka-register kwa portal.,sheng,wacha tuka-register kwa portal
Nime-pata admission ya nguvu.,sheng,nime-pata admission ya nguvu
Hii chu ina library kubwa.,sheng,hii chu ina library kubwa
Nipee ink ya pen.,sheng,nipee ink ya pen
Huyo msee ni leader wa mbogi.,sheng,huyo msee ni leader wa mbogi
Niko na project ya group.,sheng,niko na project ya group
Wacha tuka-clear na admin.,sheng,wacha tuka-clear na admin
Nime-shinda prize ya insha.,sheng,nime-shinda prize ya insha
Hii class haina stima.,sheng,hii class haina stima
Nipee ruler nicheze ball.,sheng,nipee ruler nicheze ball
Huyo mwalimu wa muziki ni fiti.,sheng,huyo mwalimu wa muziki ni fiti
Niko na trip ya chu.,sheng,niko na trip ya chu
Wacha tuka-revise asubuhi.,sheng,wacha tuka-revise asubuhi
Nime-pata result ya mock.,sheng,nime-pata result ya mock
Hii shule ina sare fiti.,sheng,hii shule ina sare fiti
Nipee file ya notes.,sheng,nipee file ya notes
Huyo msee ni genius wa mtaa.,sheng,huyo msee ni genius wa mtaa
Niko na presentation kesho.,sheng,niko na presentation kesho
Wacha tuka-check marks zetu.,sheng,wacha tuka-check marks zetu
Nime-pata degree ya kwanza.,sheng,nime-pata degree ya kwanza
Hii chu iko na bweni.,sheng,hii chu iko na bweni
Nipee mbao ninunue kitabu.,sheng,nipee mbao ninunue kitabu
Huyo mwalimu wa mchezo ni m-cool.,sheng,huyo mwalimu wa mchezo ni m-cool
Niko na rehearsal ya drama.,sheng,niko na rehearsal ya drama
Wacha tuka-sign list ya class.,sheng,wacha tuka-sign list ya class
Nime-shinda bursary ya gava.,sheng,nime-shinda bursary ya gava
Hii class ina joto mob.,sheng,hii class ina joto mob
Nipee geometry box.,sheng,nipee geometry box
Huyo mwalimu wa dini ni m-strict.,sheng,huyo mwalimu wa dini ni m-strict
Niko na attachment ya job.,sheng,niko na attachment ya job
Wacha tuka-fill fomu ya kujiunga.,sheng,wacha tuka-fill fomu ya kujiunga
Nime-pata diploma ya techno.,sheng,nime-pata diploma ya techno
Hii chu ina lab ya kutosha.,sheng,hii chu ina lab ya kutosha
Nipee kreyoni nichore rangi.,sheng,nipee kreyoni nichore rangi
Huyo msee ni valedictorian.,sheng,huyo msee ni valedictorian
Niko na club ya science.,sheng,niko na club ya science
Wacha tuka-book kiti ya nyuma.,sheng,wacha tuka-book kiti ya nyuma
Nime-pata transcript yangu.,sheng,nime-pata transcript yangu
Hii shule haina fence fiti.,sheng,hii shule haina fence fiti
Nipee glue nishike picha.,sheng,nipee glue nishike picha
Huyo mwalimu ni legend wa mtaa.,sheng,huyo mwalimu ni legend wa mtaa
Tukutane kwa base ticheki ball.,sheng,tukutane kwa base ticheki ball
Leo Man-U wanacheza na Arse.,sheng,leo man-u wanacheza na arse
Nipee game moja ya fifa nikuchape.,sheng,nipee game moja ya fifa nikuchape
Huyo msee ni striker mnoma sana.,sheng,huyo msee ni striker mnoma sana
Nime-win bet ya soo tano leo.,sheng,nime-win bet ya soo tano leo
Tunaenda kudunda field ya mtaa.,sheng,tunaenda kudunda field ya mtaa
Hii jersey ni ya Chelsea mpya.,sheng,hii jersey ni ya chelsea mpya
Nipee ndas moja tuanze game.,sheng,nipee ndas moja tuanze game
Huyo ref anajua ku-bias vifiti.,sheng,huyo ref anajua ku-bias vifiti
Niko na form ya ku-swimming jioni.,sheng,niko na form ya ku-swimming jioni
Liverpool wame-loose points mob sana.,sheng,liverpool wame-loose points mob sana
Hii game ya rugby ni ya nguvu.,sheng,hii game ya rugby ni ya nguvu
Nimepata vuta ya kuchapa basketball.,sheng,nimepata vuta ya kuchapa basketball
Huyo mresh anacheza netball kwa chu.,sheng,huyo mresh anacheza netball kwa chu
Wacha tuka-watch boxing hapo mbele.,sheng,wacha tuka-watch boxing hapo mbele
Nimebuy ndula za kuchapa ball.,sheng,nimebuy ndula za kuchapa ball
Hii court haina net ya maana.,sheng,hii court haina net ya maana
Niko na mzuka wa kuchapa chess.,sheng,niko na mzuka wa kuchapa chess
Huyo mzae anapenda golf ajabu.,sheng,huyo mzae anapenda golf ajabu
Nimepoteza shuttlecock ya badminton.,sheng,nimepoteza shuttlecock ya badminton
Hii team yetu haina coach fiti.,sheng,hii team yetu haina coach fiti
Nipee ball ya volleyball tucheze.,sheng,nipee ball ya volleyball tucheze
Huyo msee ni fan wa Real Madrid.,sheng,huyo msee ni fan wa real madrid
Nime-place multi-bet ya timu kumi.,sheng,nime-place multi-bet ya timu kumi
Hii stadium imejaa watu design ingine.,sheng,hii stadium imejaa watu design ingine
Niko kwa playstation center asubuhi.,sheng,niko kwa playstation center asubuhi
Wacha tuka-gym tujenge mwili.,sheng,wacha tuka-gym tujenge mwili
Huyo mwalimu wa P.E ni msee wa ndas.,sheng,huyo mwalimu wa pe ni msee wa ndas
Nipee racquet ya tennis.,sheng,nipee racquet ya tennis
Hii game ina extra time.,sheng,hii game ina extra time
Nime-shinda trophy ya mtaa.,sheng,nime-shinda trophy ya mtaa
Huyo goalie amekua ukuta leo.,sheng,huyo goalie amekua ukuta leo
Niko na jersey ya Kenya Seven.,sheng,niko na jersey ya kenya seven
Wacha tuka-bet na mulla ya mwisho.,sheng,wacha tuka-bet na mulla ya mwisho
Nimepata injury kwa goti.,sheng,nimepata injury kwa goti
Hii season ya ball ime-bamba.,sheng,hii season ya ball ime-bamba
Nipee kadi ya njano ref.,sheng,nipee kadi ya njano ref
Huyo msee ni sprinter wa nguvu.,sheng,huyo msee ni sprinter wa nguvu
Niko na game ya away kesho.,sheng,niko na game ya away kesho
Wacha tuka-train hapo kando ya barabara.,sheng,wacha tuka-train hapo kando ya barabara
Nime-miss penalty ya mwisho.,sheng,nime-miss penalty ya mwisho
Hii league haina mchezo.,sheng,hii league haina mchezo
Nipee maji baada ya game.,sheng,nipee maji baada ya game
Huyo msee ni mid-fielder mjanja.,sheng,huyo msee ni mid-fielder mjanja
Niko na ticket ya derby.,sheng,niko na ticket ya derby
Wacha tuka-jog asubuhi.,sheng,wacha tuka-jog asubuhi
Nime-pata vuta ya skating.,sheng,nime-pata vuta ya skating
Hii ndas imetoboka.,sheng,hii ndas imetoboka
Nipee whistle nianze game.,sheng,nipee whistle nianze game
Huyo msee ni bouncer wa klabu.,sheng,huyo msee ni bouncer wa klabu
Niko na ndoto ya kuwa pro.,sheng,niko na ndoto ya kuwa pro
Wacha tu-watch highlights za jana.,sheng,wacha tu-watch highlights za jana
Nime-draw game ya leo.,sheng,nime-draw game ya leo
Hii club ina history mob.,sheng,hii club ina history mob
Nipee pump ya ball.,sheng,nipee pump ya ball
Huyo msee ni kapteni wa mbogi.,sheng,huyo msee ni kapteni wa mbogi
Niko na kiti ya VIP.,sheng,niko na kiti ya vip
Wacha tu-check table ya league.,sheng,wacha tu-check table ya league
Nime-score goli tatu.,sheng,nime-score goli tatu
Hii boots ni za mtumba lakini ni fiti.,sheng,hii boots ni za mtumba lakini ni fiti
Nipee gloves za ku-box.,sheng,nipee gloves za ku-box
Huyo mresh ni yogi.,sheng,huyo mresh ni yogi
Niko na game ya usiku.,sheng,niko na game ya usiku
Wacha tu-support timu ya home.,sheng,wacha tu-support timu ya home
Nime-poteza bet ya mbao.,sheng,nime-poteza bet ya mbao
Hii field ina matope mob.,sheng,hii field ina matope mob
Nipee net ya basketball.,sheng,nipee net ya basketball
Huyo msee ni legend wa mtaa.,sheng,huyo msee ni legend wa mtaa
Niko na medal ya dhahabu.,sheng,niko na medal ya dhahabu
Wacha tuka-hustle ganji ya kit.,sheng,wacha tuka-hustle ganji ya kit
Nime-shinda marathon ya mjini.,sheng,nime-shinda marathon ya mjini
Hii ball inaruka sana.,sheng,hii ball inaruka sana
Nipee socks za ball.,sheng,nipee socks za ball
Huyo msee ni scout wa majuu.,sheng,huyo msee ni scout wa majuu
Niko na mzuka wa cycling.,sheng,niko na mzuka wa cycling
Wacha tu-sign mchezaji mpya.,sheng,wacha tu-sign mchezaji mpya
Nime-watch wrestling usiku.,sheng,nime-watch wrestling usiku
Hii game haina mashabiki mob.,sheng,hii game haina mashabiki mob
Nipee t-shirt ya mazoezi.,sheng,nipee t-shirt ya mazoezi
Huyo msee ni bouncer wa klabu.,sheng,huyo msee ni bouncer wa klabu
Niko na mulla ya kujiunga na academy.,sheng,niko na mulla ya kujiunga na academy
Wacha tuka-race hadi hapo mbele.,sheng,wacha tuka-race hadi hapo mbele
Nime-pata hat-trick leo.,sheng,nime-pata hat-trick leo
Hii gym ina chuma mob.,sheng,hii gym ina chuma mob
Nipee kamba ya kuruka.,sheng,nipee kamba ya kuruka
Huyo msee ni daktari.,sheng,huyo msee ni daktari
Niko na form ya pool hapo mtaa.,sheng,niko na form ya pool hapo mtaa
Wacha tu-cheze hide-and-seek.,sheng,wacha tu-cheze hide-and-seek
Nime-vunjika mkono kwa mchezo.,sheng,nime-vunjika mkono kwa mchezo
Hii pitch ni sana.,sheng,hii pitch ni sana
Nipee mlizamu wa ball.,sheng,nipee mlizamu wa ball
Huyo msee anapenda formula one.,sheng,huyo msee anapenda formula one
Niko na jersey ya Arsenal.,sheng,niko na jersey ya arsenal
Wacha tuchape game ya mwisho.,sheng,wacha tuchape game ya mwisho
Nime-pata pointi kumi.,sheng,nime-pata pointi kumi
Hii klabu ni ya mabingwa.,sheng,hii klabu ni ya mabingwa
Nipee nafasi nifunge goli.,sheng,nipee nafasi nifunge goli
Huyo msee ni shujaa wa taifa.,sheng,huyo msee ni shujaa wa taifa
Niko na hamu ya kuanza mazoezi.,sheng,niko na hamu ya kuanza mazoezi
Wacha tusepe stadium imefungwa.,sheng,wacha tusepe stadium imefungwa
Hii ni baada ya rais Yoweri Museveni kuongeza mda wa amri karibu 36 alizotoa katika juhudi za kukabiliana na maambukizi ya Corona nchini humo kwa wiki tatu zaidi kuanzia leo jumanne.,swahili,hii ni baada ya rais yoweri museveni kuongeza mda wa amri karibu 36 alizotoa katika juhudi za kukabiliana na maambukizi ya corona nchini humo kwa wiki tatu zaidi kuanzia leo jumanne
"Kulingana na Museveni, hatua yake ya kuongeza mda wa kusitisha shughuli za kawaida nchini humo, “itasaidia kushinda nguvu virusi vya Corona au kutoa mda wa kutosha kwa nchi kujitayarisha vizuri kukabiliana na virusi hivyo.",swahili,kulingana na museveni hatua yake ya kuongeza mda wa kusitisha shughuli za kawaida nchini humo “itasaidia kushinda nguvu virusi vya corona au kutoa mda wa kutosha kwa nchi kujitayarisha vizuri kukabiliana na virusi hivyo
